conduit_id,from_node,to_node,slope_ft_per_ft,status,fallback_used,original_match,final_match,notes
J_35__TO__J_37,J_35,J_37,0.001000,ok,false,crown,crown,validated non-negative
IN_39__TO__J_36,IN_39,J_36,0.001000,ok,false,crown,crown,validated non-negative
J_31__TO__J_35,J_31,J_35,0.001000,ok,false,crown,crown,validated non-negative
J_34__TO__J_35,J_34,J_35,0.001000,ok,false,crown,crown,validated non-negative
IN_38__TO__J_35,IN_38,J_35,0.001000,ok,false,crown,crown,validated non-negative
J_33__TO__J_34,J_33,J_34,0.001000,ok,false,crown,crown,validated non-negative
J_32__TO__J_34,J_32,J_34,0.001000,ok,false,crown,crown,validated non-negative
IN_37__TO__J_33,IN_37,J_33,0.001000,ok,false,crown,crown,validated non-negative
IN_35__TO__J_32,IN_35,J_32,0.001000,ok,false,crown,crown,validated non-negative
IN_36__TO__J_32,IN_36,J_32,0.001000,ok,false,crown,crown,validated non-negative
J_30__TO__J_31,J_30,J_31,0.001000,ok,false,crown,crown,validated non-negative
J_29__TO__J_31,J_29,J_31,0.001000,ok,false,crown,crown,validated non-negative
IN_34__TO__J_30,IN_34,J_30,0.001000,ok,false,crown,crown,validated non-negative
J_28__TO__J_29,J_28,J_29,0.001000,ok,false,crown,crown,validated non-negative
J_26__TO__J_29,J_26,J_29,0.001000,ok,false,crown,crown,validated non-negative
J_15__TO__J_29,J_15,J_29,0.001000,ok,false,crown,crown,validated non-negative
IN_33__TO__J_28,IN_33,J_28,0.001000,ok,false,crown,crown,validated non-negative
J_27_1__TO__J_28,J_27_1,J_28,0.001000,ok,false,crown,crown,validated non-negative
IN_32__TO__J_27_1,IN_32,J_27_1,0.001000,ok,false,crown,crown,validated non-negative
J_27__TO__J_27_1,J_27,J_27_1,0.001000,ok,false,crown,crown,validated non-negative
IN_31__TO__J_27,IN_31,J_27,0.001000,ok,false,crown,crown,validated non-negative
J_26_1__TO__J_27,J_26_1,J_27,0.001000,ok,false,crown,crown,validated non-negative
IN_30_1__TO__J_26_1,IN_30_1,J_26_1,0.001000,ok,false,crown,crown,validated non-negative
J_25__TO__J_26,J_25,J_26,0.001000,ok,false,crown,crown,validated non-negative
IN_30__TO__J_26,IN_30,J_26,0.001000,ok,false,crown,crown,validated non-negative
J_24__TO__J_25,J_24,J_25,0.001000,ok,false,crown,crown,validated non-negative
J_23__TO__J_25,J_23,J_25,0.001000,ok,false,crown,crown,validated non-negative
IN_28__TO__J_24,IN_28,J_24,0.001000,ok,false,crown,crown,validated non-negative
IN_29__TO__J_24,IN_29,J_24,0.001000,ok,false,crown,crown,validated non-negative
J_22__TO__J_23,J_22,J_23,0.001000,ok,false,crown,crown,validated non-negative
J_21__TO__J_23,J_21,J_23,0.001000,ok,false,crown,crown,validated non-negative
IN_26__TO__J_22,IN_26,J_22,0.001000,ok,false,crown,crown,validated non-negative
IN_27__TO__J_22,IN_27,J_22,0.001000,ok,false,crown,crown,validated non-negative
J_20__TO__J_21,J_20,J_21,0.001000,ok,false,crown,crown,validated non-negative
IN_25__TO__J_21,IN_25,J_21,0.001000,ok,false,crown,crown,validated non-negative
J_19__TO__J_20,J_19,J_20,0.001000,ok,false,crown,crown,validated non-negative
J_18__TO__J_20,J_18,J_20,0.001000,ok,false,crown,crown,validated non-negative
IN_23__TO__J_19,IN_23,J_19,0.001000,ok,false,crown,crown,validated non-negative
IN_24__TO__J_19,IN_24,J_19,0.001000,ok,false,crown,crown,validated non-negative
J_17__TO__J_18,J_17,J_18,0.001000,ok,false,crown,crown,validated non-negative
J_16__TO__J_18,J_16,J_18,0.001000,ok,false,crown,crown,validated non-negative
IN_22__TO__J_17,IN_22,J_17,0.001000,ok,false,crown,crown,validated non-negative
IN_21__TO__J_17,IN_21,J_17,0.001000,ok,false,crown,crown,validated non-negative
IN_19__TO__J_16,IN_19,J_16,0.001000,ok,false,crown,crown,validated non-negative
IN_20__TO__J_16,IN_20,J_16,0.001000,ok,false,crown,crown,validated non-negative
J_14__TO__J_15,J_14,J_15,0.001000,ok,false,crown,crown,validated non-negative
J_13__TO__J_15,J_13,J_15,0.001000,ok,false,crown,crown,validated non-negative
J_11__TO__J_15,J_11,J_15,0.001000,ok,false,crown,crown,validated non-negative
IN_18__TO__J_14,IN_18,J_14,0.001000,ok,false,crown,crown,validated non-negative
IN_17__TO__J_13,IN_17,J_13,0.001000,ok,false,crown,crown,validated non-negative
J_12__TO__J_13,J_12,J_13,0.001000,ok,false,crown,crown,validated non-negative
IN_16__TO__J_12,IN_16,J_12,0.001000,ok,false,crown,crown,validated non-negative
IN_15__TO__J_11,IN_15,J_11,0.001000,ok,false,crown,crown,validated non-negative
J_9__TO__J_11,J_9,J_11,0.001000,ok,false,crown,crown,validated non-negative
J_8__TO__J_9,J_8,J_9,0.001000,ok,false,crown,crown,validated non-negative
J_7_1__TO__J_9,J_7_1,J_9,0.001000,ok,false,crown,crown,validated non-negative
IN_12__TO__J_8,IN_12,J_8,0.001000,ok,false,crown,crown,validated non-negative
IN_13__TO__J_8,IN_13,J_8,0.001000,ok,false,crown,crown,validated non-negative
J_7__TO__J_7_1,J_7,J_7_1,0.001000,ok,false,crown,crown,validated non-negative
J_6_1__TO__J_7_1,J_6_1,J_7_1,0.001000,ok,false,crown,crown,validated non-negative
IN_11__TO__J_7,IN_11,J_7,0.001000,ok,false,crown,crown,validated non-negative
IN_10__TO__J_6_1,IN_10,J_6_1,0.001000,ok,false,crown,crown,validated non-negative
J_6__TO__J_6_1,J_6,J_6_1,0.001000,ok,false,crown,crown,validated non-negative
IN_9__TO__J_6,IN_9,J_6,0.001000,ok,false,crown,crown,validated non-negative
J_5__TO__J_6,J_5,J_6,0.001000,ok,false,crown,crown,validated non-negative
J_3__TO__J_6,J_3,J_6,0.001000,ok,false,crown,crown,validated non-negative
IN_8__TO__J_5,IN_8,J_5,0.001000,ok,false,crown,crown,validated non-negative
J_4_1__TO__J_5,J_4_1,J_5,0.001000,ok,false,crown,crown,validated non-negative
IN_6__TO__J_4_1,IN_6,J_4_1,0.001000,ok,false,crown,crown,validated non-negative
IN_6_1__TO__J_4_1,IN_6_1,J_4_1,0.001000,ok,false,crown,crown,validated non-negative
IN_7__TO__J_4_1,IN_7,J_4_1,0.001000,ok,false,crown,crown,validated non-negative
J_2__TO__J_3,J_2,J_3,0.001000,ok,false,crown,crown,validated non-negative
IN_5__TO__J_3,IN_5,J_3,0.001000,ok,false,crown,crown,validated non-negative
J_1__TO__J_2,J_1,J_2,0.001000,ok,false,crown,crown,validated non-negative
IN_3__TO__J_2,IN_3,J_2,0.001000,ok,false,crown,crown,validated non-negative
IN_1__TO__J_1,IN_1,J_1,0.001000,ok,false,crown,crown,validated non-negative
IN_2__TO__J_1,IN_2,J_1,0.001000,ok,false,crown,crown,validated non-negative
IN_162__TO__J_134,IN_162,J_134,0.001000,ok,false,crown,crown,validated non-negative
J_133__TO__J_134,J_133,J_134,0.001000,ok,false,crown,crown,validated non-negative
J_132_1__TO__J_133,J_132_1,J_133,0.001000,ok,false,crown,crown,validated non-negative
J_132__TO__J_133,J_132,J_133,0.001000,ok,false,crown,crown,validated non-negative
IN_160__TO__J_132_1,IN_160,J_132_1,0.001000,ok,false,crown,crown,validated non-negative
J_131__TO__J_132,J_131,J_132,0.001000,ok,false,crown,crown,validated non-negative
J_100__TO__J_132,J_100,J_132,0.001000,ok,false,crown,crown,validated non-negative
IN_159__TO__J_131,IN_159,J_131,0.001000,ok,false,crown,crown,validated non-negative
J_130__TO__J_131,J_130,J_131,0.001000,ok,false,crown,crown,validated non-negative
J_129__TO__J_130,J_129,J_130,0.001000,ok,false,crown,crown,validated non-negative
J_121__TO__J_130,J_121,J_130,0.001000,ok,false,crown,crown,validated non-negative
IN_157__TO__J_129,IN_157,J_129,0.001000,ok,false,crown,crown,validated non-negative
IN_158__TO__J_129,IN_158,J_129,0.001000,ok,false,crown,crown,validated non-negative
J_128__TO__J_129,J_128,J_129,0.001000,ok,false,crown,crown,validated non-negative
J_127__TO__J_128,J_127,J_128,0.001000,ok,false,crown,crown,validated non-negative
IN_156__TO__J_128,IN_156,J_128,0.001000,ok,false,crown,crown,validated non-negative
IN_155__TO__J_128,IN_155,J_128,0.001000,ok,false,crown,crown,validated non-negative
J_126__TO__J_127,J_126,J_127,0.001000,ok,false,crown,crown,validated non-negative
J_124__TO__J_127,J_124,J_127,0.001000,ok,false,crown,crown,validated non-negative
J_125__TO__J_126,J_125,J_126,0.001000,ok,false,crown,crown,validated non-negative
IN_153__TO__J_126,IN_153,J_126,0.001000,ok,false,crown,crown,validated non-negative
IN_154__TO__J_126,IN_154,J_126,0.001000,ok,false,crown,crown,validated non-negative
IN_152__TO__J_125,IN_152,J_125,0.001000,ok,false,crown,crown,validated non-negative
J_123__TO__J_124,J_123,J_124,0.001000,ok,false,crown,crown,validated non-negative
IN_151__TO__J_124,IN_151,J_124,0.001000,ok,false,crown,crown,validated non-negative
J_122__TO__J_123,J_122,J_123,0.001000,ok,false,crown,crown,validated non-negative
IN_150__TO__J_123,IN_150,J_123,0.001000,ok,false,crown,crown,validated non-negative
IN_148__TO__J_122,IN_148,J_122,0.001000,ok,false,crown,crown,validated non-negative
IN_149__TO__J_122,IN_149,J_122,0.001000,ok,false,crown,crown,validated non-negative
J_120__TO__J_121,J_120,J_121,0.001000,ok,false,crown,crown,validated non-negative
IN_147__TO__J_121,IN_147,J_121,0.001000,ok,false,crown,crown,validated non-negative
J_119__TO__J_121,J_119,J_121,0.001000,ok,false,crown,crown,validated non-negative
IN_146__TO__J_120,IN_146,J_120,0.001000,ok,false,crown,crown,validated non-negative
J_118__TO__J_119,J_118,J_119,0.001000,ok,false,crown,crown,validated non-negative
J_117__TO__J_119,J_117,J_119,0.001000,ok,false,crown,crown,validated non-negative
IN_143__TO__J_118,IN_143,J_118,0.001000,ok,false,crown,crown,validated non-negative
IN_144__TO__J_118,IN_144,J_118,0.001000,ok,false,crown,crown,validated non-negative
IN_145__TO__J_118,IN_145,J_118,0.001000,ok,false,crown,crown,validated non-negative
J_116__TO__J_117,J_116,J_117,0.001000,ok,false,crown,crown,validated non-negative
J_111__TO__J_117,J_111,J_117,0.001000,ok,false,crown,crown,validated non-negative
J_115__TO__J_117,J_115,J_117,0.001000,ok,false,crown,crown,validated non-negative
IN_141__TO__J_116,IN_141,J_116,0.001000,ok,false,crown,crown,validated non-negative
J_113_2__TO__J_115,J_113_2,J_115,0.001000,ok,false,crown,crown,validated non-negative
J_114__TO__J_115,J_114,J_115,0.001000,ok,false,crown,crown,validated non-negative
J_114_2__TO__J_115,J_114_2,J_115,0.001000,ok,false,crown,crown,validated non-negative
J_114_1__TO__J_114_2,J_114_1,J_114_2,0.001000,ok,false,crown,crown,validated non-negative
IN_139__TO__J_114_2,IN_139,J_114_2,0.001000,ok,false,crown,crown,validated non-negative
IN_138__TO__J_114_1,IN_138,J_114_1,0.001000,ok,false,crown,crown,validated non-negative
IN_137_1__TO__J_114,IN_137_1,J_114,0.001000,ok,false,crown,crown,validated non-negative
IN_137__TO__J_114,IN_137,J_114,0.001000,ok,false,crown,crown,validated non-negative
J_113_1__TO__J_113_2,J_113_1,J_113_2,0.001000,ok,false,crown,crown,validated non-negative
IN_140__TO__J_113_2,IN_140,J_113_2,0.001000,ok,false,crown,crown,validated non-negative
J_113__TO__J_113_1,J_113,J_113_1,0.001000,ok,false,crown,crown,validated non-negative
IN_136__TO__J_113_1,IN_136,J_113_1,0.001000,ok,false,crown,crown,validated non-negative
IN_135__TO__J_113,IN_135,J_113,0.001000,ok,false,crown,crown,validated non-negative
J_112__TO__J_113,J_112,J_113,0.001000,ok,false,crown,crown,validated non-negative
IN_134__TO__J_112,IN_134,J_112,0.001000,ok,false,crown,crown,validated non-negative
IN_133__TO__J_112,IN_133,J_112,0.001000,ok,false,crown,crown,validated non-negative
IN_131__TO__J_111,IN_131,J_111,0.001000,ok,false,crown,crown,validated non-negative
IN_132__TO__J_111,IN_132,J_111,0.001000,ok,false,crown,crown,validated non-negative
J_110_3__TO__J_111,J_110_3,J_111,0.001000,ok,false,crown,crown,validated non-negative
IN_130_4__TO__J_110_3,IN_130_4,J_110_3,0.001000,ok,false,crown,crown,validated non-negative
IN_130_5__TO__J_110_3,IN_130_5,J_110_3,0.001000,ok,false,crown,crown,validated non-negative
J_110_2__TO__J_110_3,J_110_2,J_110_3,0.001000,ok,false,crown,crown,validated non-negative
J_110_1__TO__J_110_2,J_110_1,J_110_2,0.001000,ok,false,crown,crown,validated non-negative
J_110__TO__J_110_2,J_110,J_110_2,0.001000,ok,false,crown,crown,validated non-negative
IN_130_2__TO__J_110_1,IN_130_2,J_110_1,0.001000,ok,false,crown,crown,validated non-negative
IN_130_3__TO__J_110_1,IN_130_3,J_110_1,0.001000,ok,false,crown,crown,validated non-negative
J_108_4__TO__J_110,J_108_4,J_110,0.001000,ok,false,crown,crown,validated non-negative
J_109_2__TO__J_110,J_109_2,J_110,0.001000,ok,false,crown,crown,validated non-negative
IN_130__TO__J_109_2,IN_130,J_109_2,0.001000,ok,false,crown,crown,validated non-negative
IN_130_1__TO__J_109_2,IN_130_1,J_109_2,0.001000,ok,false,crown,crown,validated non-negative
J_109_1__TO__J_109_2,J_109_1,J_109_2,0.001000,ok,false,crown,crown,validated non-negative
IN_129_2__TO__J_109_1,IN_129_2,J_109_1,0.001000,ok,false,crown,crown,validated non-negative
J_109__TO__J_109_1,J_109,J_109_1,0.001000,ok,false,crown,crown,validated non-negative
IN_129__TO__J_109,IN_129,J_109,0.001000,ok,false,crown,crown,validated non-negative
IN_129_1__TO__J_109,IN_129_1,J_109,0.001000,ok,false,crown,crown,validated non-negative
J_107__TO__J_108_4,J_107,J_108_4,0.001000,ok,false,crown,crown,validated non-negative
J_108_1__TO__J_108_4,J_108_1,J_108_4,0.001000,ok,false,crown,crown,validated non-negative
J_108_3__TO__J_108_4,J_108_3,J_108_4,0.001000,ok,false,crown,crown,validated non-negative
J_108_2__TO__J_108_3,J_108_2,J_108_3,0.001000,ok,false,crown,crown,validated non-negative
IN_128_2__TO__J_108_3,IN_128_2,J_108_3,0.001000,ok,false,crown,crown,validated non-negative
IN_128__TO__J_108_2,IN_128,J_108_2,0.001000,ok,false,crown,crown,validated non-negative
IN_128_1__TO__J_108_2,IN_128_1,J_108_2,0.001000,ok,false,crown,crown,validated non-negative
J_108__TO__J_108_1,J_108,J_108_1,0.001000,ok,false,crown,crown,validated non-negative
IN_127_2__TO__J_108_1,IN_127_2,J_108_1,0.001000,ok,false,crown,crown,validated non-negative
IN_127__TO__J_108,IN_127,J_108,0.001000,ok,false,crown,crown,validated non-negative
IN_127_1__TO__J_108,IN_127_1,J_108,0.001000,ok,false,crown,crown,validated non-negative
J_106__TO__J_107,J_106,J_107,0.001000,ok,false,crown,crown,validated non-negative
J_104__TO__J_107,J_104,J_107,0.001000,ok,false,crown,crown,validated non-negative
J_101_1__TO__J_107,J_101_1,J_107,0.001000,ok,false,crown,crown,validated non-negative
IN_125__TO__J_106,IN_125,J_106,0.001000,ok,false,crown,crown,validated non-negative
IN_126__TO__J_106,IN_126,J_106,0.001000,ok,false,crown,crown,validated non-negative
J_105_4__TO__J_106,J_105_4,J_106,0.001000,ok,false,crown,crown,validated non-negative
J_105_2__TO__J_105_4,J_105_2,J_105_4,0.001000,ok,false,crown,crown,validated non-negative
J_105_3__TO__J_105_4,J_105_3,J_105_4,0.001000,ok,false,crown,crown,validated non-negative
J_105_1__TO__J_105_4,J_105_1,J_105_4,0.001000,ok,false,crown,crown,validated non-negative
IN_124_5__TO__J_105_3,IN_124_5,J_105_3,0.001000,ok,false,crown,crown,validated non-negative
IN_124_6__TO__J_105_3,IN_124_6,J_105_3,0.001000,ok,false,crown,crown,validated non-negative
IN_124_3__TO__J_105_2,IN_124_3,J_105_2,0.001000,ok,false,crown,crown,validated non-negative
IN_124_4__TO__J_105_2,IN_124_4,J_105_2,0.001000,ok,false,crown,crown,validated non-negative
J_105__TO__J_105_1,J_105,J_105_1,0.001000,ok,false,crown,crown,validated non-negative
IN_124_2__TO__J_105_1,IN_124_2,J_105_1,0.001000,ok,false,crown,crown,validated non-negative
IN_124__TO__J_105,IN_124,J_105,0.001000,ok,false,crown,crown,validated non-negative
IN_124_1__TO__J_105,IN_124_1,J_105,0.001000,ok,false,crown,crown,validated non-negative
J_103_4__TO__J_104,J_103_4,J_104,0.001000,ok,false,crown,crown,validated non-negative
J_103_5__TO__J_104,J_103_5,J_104,0.001000,ok,false,crown,crown,validated non-negative
IN_123_4__TO__J_103_5,IN_123_4,J_103_5,0.001000,ok,false,crown,crown,validated non-negative
IN_123_2__TO__J_103_4,IN_123_2,J_103_4,0.001000,ok,false,crown,crown,validated non-negative
IN_123_3__TO__J_103_4,IN_123_3,J_103_4,0.001000,ok,false,crown,crown,validated non-negative
J_103_3__TO__J_103_4,J_103_3,J_103_4,0.001000,ok,false,crown,crown,validated non-negative
J_102_4__TO__J_103_3,J_102_4,J_103_3,0.001000,ok,false,crown,crown,validated non-negative
J_103_2__TO__J_103_3,J_103_2,J_103_3,0.001000,ok,false,crown,crown,validated non-negative
J_103_1__TO__J_103_2,J_103_1,J_103_2,0.001000,ok,false,crown,crown,validated non-negative
J_103__TO__J_103_2,J_103,J_103_2,0.001000,ok,false,crown,crown,validated non-negative
IN_123__TO__J_103_1,IN_123,J_103_1,0.001000,ok,false,crown,crown,validated non-negative
IN_123_1__TO__J_103_1,IN_123_1,J_103_1,0.001000,ok,false,crown,crown,validated non-negative
IN_122__TO__J_103,IN_122,J_103,0.001000,ok,false,crown,crown,validated non-negative
IN_122_1__TO__J_103,IN_122_1,J_103,0.001000,ok,false,crown,crown,validated non-negative
IN_122_2__TO__J_103,IN_122_2,J_103,0.001000,ok,false,crown,crown,validated non-negative
J_102_3__TO__J_102_4,J_102_3,J_102_4,0.001000,ok,false,crown,crown,validated non-negative
